x,y,z,vll_gwc,vll_gsc,fll_gsc,nn_gsc,nn_gwc,m
48019,23964,3742,1,1,1,1,1,24
47484,24792,3705,1,1,1,1,1,23
47966,22231,4075,1,1,1,1,1,4
45438,22682,1670,1,1,1,1,1,6
44541,22755,3031,1,1,1,1,1,4
44630,22522,2897,1,1,1,1,1,8
45036,22216,2204,1,1,1,1,1,18
46649,24774,3366,1,1,1,1,1,27
43909,23431,3529,1,1,1,1,1,21
43596,22219,5451,1,1,1,1,1,13
41202,24654,4108,1,1,1,1,1,33
43069,22120,4525,1,1,1,1,1,13
43319,23026,3861,1,1,1,1,1,2
43290,18990,2928,1,1,1,1,1,6
40908,19260,2798,1,1,1,1,1,12
40713,20632,3490,1,1,1,1,1,21
43253,21473,4215,1,1,1,1,1,40
43273,21237,3944,1,1,1,1,1,19
43234,20696,3689,1,1,1,1,1,14
42579,19928,3317,1,1,1,1,1,29
43463,18920,3154,1,1,1,1,1,16
43322,21669,5523,1,1,1,1,1,29
39104,19193,3450,1,1,1,1,1,16
39281,18912,3504,1,1,1,1,1,47
39083,18958,3525,1,1,1,1,1,47
37657,19511,3300,1,1,1,1,1,11
37689,19158,3207,1,1,1,1,1,5
38067,20307,3725,1,1,1,1,1,18
38026,21253,3521,1,1,1,1,1,43
38912,21233,3218,1,1,1,1,1,18
38807,21230,3543,1,1,1,1,1,21
39061,21372,3288,1,1,1,1,1,19
38916,21174,3461,1,1,1,1,1,12
39835,20825,3371,1,1,1,1,1,35
40245,20518,3177,1,1,1,1,1,4
37744,21514,2781,1,1,1,1,1,16
37509,22716,3772,1,1,1,1,1,15
37731,23191,4303,1,1,1,1,1,7
39548,22669,3674,1,1,1,1,1,6
39225,22173,3560,1,1,1,1,1,14
40290,22576,4119,1,1,1,1,1,11
39780,23683,3801,1,1,1,1,1,17
40421,23969,3935,1,1,1,1,1,16
37547,22490,8307,1,1,1,1,1,13
37557,24034,9039,1,1,1,1,1,18
40090,22860,8816,1,1,1,1,1,5
43475,23522,6731,1,1,1,1,1,47
41646,20176,8090,1,1,1,1,1,9
42229,19750,8144,1,1,1,1,1,14
41259,21219,8688,1,1,1,1,1,6
38970,20914,9690,1,1,1,1,1,2
40270,18948,10596,1,1,1,1,1,5
40018,19334,11098,1,1,1,1,1,19
39078,24630,11755,1,1,1,1,1,24
39595,23844,10570,1,1,1,1,1,22
39267,23913,10046,1,1,1,1,1,13
39428,23560,9733,1,1,1,1,1,5
38013,24539,9798,1,1,1,1,1,29
37940,24318,9801,1,1,1,1,1,12
38882,23869,9794,1,1,1,1,1,10
37339,24794,9906,1,1,1,1,1,10
33424,20288,11726,1,1,1,1,1,47
34292,22313,12230,1,1,1,1,1,1
32556,24369,9775,1,1,1,1,1,4
31378,24186,9766,1,1,1,1,1,3
32022,24949,10587,1,1,1,1,1,14
32619,20461,8871,1,1,1,1,1,12
31957,21189,7256,1,1,1,1,1,29
32230,19767,7776,1,1,1,1,1,23
37099,22418,6290,1,1,1,1,1,21
37240,23144,7633,1,1,1,1,1,19
37308,22892,7179,1,1,1,1,1,17
37352,24033,8966,1,1,1,1,1,14
36603,24918,7178,1,1,1,1,1,4
37220,22631,3634,1,1,1,1,1,7
36669,22289,4231,1,1,1,1,1,11
36305,22110,1235,1,1,1,1,1,15
34602,22679,2341,1,1,1,1,1,22
32980,24012,72,1,1,1,1,1,11
32502,22073,1791,1,1,1,1,1,13
32381,22979,1566,1,1,1,1,1,11
32383,23429,161,1,1,1,1,1,37
32266,23378,401,1,1,1,1,1,13
32522,23067,23,1,1,1,1,1,8
31652,23125,54,1,1,1,1,1,31
31341,22956,67,1,1,1,1,1,47
33178,22576,861,1,1,1,1,1,36
32967,22510,1055,1,1,1,1,1,20
32904,21937,1388,1,1,1,1,1,47
33094,22386,3658,1,1,1,1,1,39
33544,23084,4286,1,1,1,1,1,47
33987,23657,3556,1,1,1,1,1,6
33622,23964,4334,1,1,1,1,1,16
33405,23926,4467,1,1,1,1,1,12
32783,23340,4494,1,1,1,1,1,8
32667,22338,3518,1,1,1,1,1,17
33769,20667,4820,1,1,1,1,1,27
33920,19848,5657,1,1,1,1,1,19
34312,19390,5958,1,1,1,1,1,31
34169,19370,5987,1,1,1,1,1,21
34101,19427,5917,1,1,1,1,1,19
33050,20067,5345,1,1,1,1,1,46
33011,20030,5271,1,1,1,1,1,28
32729,19612,5604,1,1,1,1,1,19
32478,19600,5828,1,1,1,1,1,15
32026,19589,6212,1,1,1,1,1,33
33943,20951,4139,1,1,1,1,1,8
34340,21092,3316,1,1,1,1,1,54
34681,21186,3420,1,1,1,1,1,23
34342,21086,3179,1,1,1,1,1,29
33078,21424,2495,1,1,1,1,1,11
33376,20501,2439,1,1,1,1,1,3
33505,20823,1604,1,1,1,1,1,19
32927,20444,2103,1,1,1,1,1,12
32310,21414,835,1,1,1,1,1,15
31989,20570,1513,1,1,1,1,1,44
31956,20996,1039,1,1,1,1,1,18
31985,20687,1452,1,1,1,1,1,21
31429,20435,2507,1,1,1,1,1,7
31616,21241,2989,1,1,1,1,1,21
32257,21642,2720,1,1,1,1,1,23
32490,21800,3084,1,1,1,1,1,10
32123,19937,2395,1,1,1,1,1,35
32430,19965,2997,1,1,1,1,1,17
32479,20073,2480,1,1,1,1,1,21
32035,19825,2355,1,1,1,1,1,15
32798,18908,2712,1,1,1,1,1,18
32701,18772,2669,1,1,1,1,1,9
31853,19078,2407,1,1,1,1,1,43
31706,19184,2315,1,1,1,1,1,18
31473,19923,1929,1,1,1,1,1,38
31683,19661,2250,1,1,1,1,1,23
31876,19372,2020,1,1,1,1,1,19
31459,19273,1817,1,1,1,1,1,17
31424,19350,2146,1,1,1,1,1,7
31574,19293,2067,1,1,1,1,1,5
31716,19407,2015,1,1,1,1,1,12
32436,19818,1664,1,1,1,1,1,53
32694,19693,1827,1,1,1,1,1,15
32271,19882,1402,1,1,1,1,1,11
32424,19735,1587,1,1,1,1,1,14
31805,19772,1518,1,1,1,1,1,15
31736,19369,1535,1,1,1,1,1,3
33004,19290,1226,1,1,1,1,1,16
33094,19357,1353,1,1,1,1,1,13
32921,19548,1546,1,1,1,1,1,42
32866,19588,1511,1,1,1,1,1,24
33285,19399,1621,1,1,1,1,1,12
32900,20221,1862,1,1,1,1,1,7
34609,19686,1722,1,1,1,1,1,30
34818,18748,1344,1,1,1,1,1,41
34801,18790,1422,1,1,1,1,1,24
34428,20393,1967,1,1,1,1,1,47
35809,20650,2496,1,1,1,1,1,18
36485,21272,3601,1,1,1,1,1,33
36120,21552,3946,1,1,1,1,1,10
36752,21534,4535,1,1,1,1,1,38
35305,20287,5935,1,1,1,1,1,47
36838,19961,6058,1,1,1,1,1,6
36330,18515,5471,1,1,1,1,1,25
36969,18210,5143,1,1,1,1,1,22
36815,18499,5293,1,1,1,1,1,7
37451,18213,5386,1,1,1,1,1,2
37369,18464,5144,1,1,1,1,1,5
36007,15925,6180,1,1,1,1,1,13
35852,15877,6231,1,1,1,1,1,9
34930,18201,5216,1,1,1,1,1,10
34754,18076,4890,1,1,1,1,1,8
35575,18726,5851,1,1,1,1,1,26
35367,18388,5418,1,1,1,1,1,14
35628,18094,3858,1,1,1,1,1,23
34524,17900,3813,1,1,1,1,1,19
35770,17456,3284,1,1,1,1,1,12
35422,17730,3628,1,1,1,1,1,47
35591,17553,3411,1,1,1,1,1,47
37370,17930,3657,1,1,1,1,1,34
37440,17873,4217,1,1,1,1,1,17
36689,17578,728,1,1,1,1,1,19
36055,18235,884,1,1,1,1,1,20
35103,18338,695,1,1,1,1,1,11
35250,17887,1095,1,1,1,1,1,19
35760,18306,1764,1,1,1,1,1,9
36379,16660,262,1,1,1,1,1,22
36835,16728,252,1,1,1,1,1,18
36892,16365,1197,1,1,1,1,1,47
36258,17165,2862,1,1,1,1,1,23
35856,13157,2201,1,1,1,1,1,47
34521,13734,4270,1,1,1,1,1,19
34739,13309,4586,1,1,1,1,1,6
34674,14957,6176,1,1,1,1,1,47
33275,13718,6169,1,1,1,1,1,28
33531,13754,6201,1,1,1,1,1,2
34011,13887,5532,1,1,1,1,1,27
33902,16676,192,1,1,1,1,1,17
33822,16825,491,1,1,1,1,1,11
33207,17134,550,1,1,1,1,1,9
33170,17169,76,1,1,1,1,1,10
34092,17285,762,1,1,1,1,1,15
34070,18726,1457,1,1,1,1,1,18
31952,17749,327,1,1,1,1,1,8
33632,16958,4245,1,1,1,1,1,1
32916,16931,3989,1,1,1,1,1,5
34303,18251,3527,1,1,1,1,1,4
33957,18299,3769,1,1,1,1,1,11
33534,18389,3484,1,1,1,1,1,43
33306,18541,3519,1,1,1,1,1,34
33193,18560,3479,1,1,1,1,1,20
33386,18420,3542,1,1,1,1,1,24
33982,17884,6065,1,1,1,1,1,15
31787,16790,5080,1,1,1,1,1,15
32799,17910,6189,1,1,1,1,1,47
32423,18336,4742,1,1,1,1,1,23
31620,18069,5925,1,1,1,1,1,24
31372,18022,5629,1,1,1,1,1,47
33049,15715,6445,1,1,1,1,1,21
33398,15806,6412,1,1,1,1,1,10
33100,17872,6321,1,1,1,1,1,39
32861,17899,6308,1,1,1,1,1,13
34429,17646,6467,1,1,1,1,1,15
36887,18449,6552,1,1,1,1,1,15
37164,18436,6954,1,1,1,1,1,15
37393,18319,7442,1,1,1,1,1,19
34707,17197,9066,1,1,1,1,1,15
35735,17153,9257,1,1,1,1,1,10
35817,17027,8011,1,1,1,1,1,34
35234,17127,8547,1,1,1,1,1,19
35956,17084,8079,1,1,1,1,1,12
36295,17143,8414,1,1,1,1,1,35
36581,16138,7122,1,1,1,1,1,4
36604,15809,7218,1,1,1,1,1,5
36758,16216,7042,1,1,1,1,1,6
36280,16708,7304,1,1,1,1,1,21
36116,16564,7172,1,1,1,1,1,11
36173,16648,7211,1,1,1,1,1,6
35893,16218,6931,1,1,1,1,1,14
35612,15806,6276,1,1,1,1,1,11
34948,17172,7393,1,1,1,1,1,14
34489,14510,6481,1,1,1,1,1,5
36533,15393,7084,1,1,1,1,1,25
36075,15235,7291,1,1,1,1,1,2
36515,15534,7232,1,1,1,1,1,47
36080,15389,7567,1,1,1,1,1,1
34670,12832,6726,1,1,1,1,1,8
34986,13932,7285,1,1,1,1,1,9
36617,15379,7820,1,1,1,1,1,20
34150,14298,6384,1,1,1,1,1,4
34112,13345,6829,1,1,1,1,1,47
34355,12981,6735,1,1,1,1,1,10
34277,12966,6779,1,1,1,1,1,15
34069,12927,6736,1,1,1,1,1,4
33004,12626,6810,1,1,1,1,1,12
32556,13428,6543,1,1,1,1,1,4
31918,13054,6866,1,1,1,1,1,43
32146,13128,6794,1,1,1,1,1,29
31783,12821,6984,1,1,1,1,1,21
37301,17453,9785,1,1,1,1,1,16
36979,17647,10094,1,1,1,1,1,14
33548,17474,11160,1,1,1,1,1,29
33417,17455,11672,1,1,1,1,1,13
33729,17471,10746,1,1,1,1,1,7
25206,17852,11082,1,1,1,1,1,30
28064,15699,10408,1,1,1,1,1,13
26852,15774,9443,1,1,1,1,1,34
25629,13130,11917,1,1,1,1,1,13
25862,12743,11684,1,1,1,1,1,0
26366,12817,9937,1,1,1,1,1,47
27812,15484,9442,1,1,1,1,1,12
29171,13566,11715,1,1,1,1,1,17
29997,13620,8080,1,1,1,1,1,15
30626,13965,8321,1,1,1,1,1,12
29315,15587,7779,1,1,1,1,1,22
26532,15514,9238,1,1,1,1,1,19
26479,15573,9127,1,1,1,1,1,5
25652,15476,9020,1,1,1,1,1,47
25747,15539,8267,1,1,1,1,1,0
28067,13887,8359,1,1,1,1,1,7
25240,14136,7102,1,1,1,1,1,12
25094,14270,7460,1,1,1,1,1,47
25904,15828,8027,1,1,1,1,1,10
26048,15623,9310,1,1,1,1,1,22
26044,15713,9322,1,1,1,1,1,16
25229,17548,7286,1,1,1,1,1,19
25087,17789,6924,1,1,1,1,1,19
29579,17875,6543,1,1,1,1,1,32
28508,16998,6674,1,1,1,1,1,1
30256,17174,6383,1,1,1,1,1,47
30571,17958,6297,1,1,1,1,1,13
31049,18268,5280,1,1,1,1,1,9
28439,17179,5010,1,1,1,1,1,47
28147,17267,4872,1,1,1,1,1,5
29182,18572,3888,1,1,1,1,1,0
28204,18388,4502,1,1,1,1,1,6
28549,17301,4556,1,1,1,1,1,5
30862,18257,599,1,1,1,1,1,27
31216,17955,444,1,1,1,1,1,19
29749,18551,381,1,1,1,1,1,17
29592,18766,995,1,1,1,1,1,64
29631,18494,1440,1,1,1,1,1,38
29441,18720,826,1,1,1,1,1,37
29726,18778,840,1,1,1,1,1,34
29449,18312,1152,1,1,1,1,1,27
29686,18754,872,1,1,1,1,1,28
29594,18565,1390,1,1,1,1,1,24
29530,18680,1061,1,1,1,1,1,35
29268,18318,939,1,1,1,1,1,17
28942,18554,256,1,1,1,1,1,19
28622,18388,715,1,1,1,1,1,26
28504,18650,490,1,1,1,1,1,16
28571,18403,695,1,1,1,1,1,24
28233,18456,1229,1,1,1,1,1,20
28444,17814,1238,1,1,1,1,1,29
28209,17510,167,1,1,1,1,1,31
28363,17512,343,1,1,1,1,1,12
29968,13180,1010,1,1,1,1,1,24
29921,13170,1174,1,1,1,1,1,6
26567,13122,425,1,1,1,1,1,27
26682,12801,106,1,1,1,1,1,4
26675,13543,570,1,1,1,1,1,18
27323,13946,377,1,1,1,1,1,17
25138,13596,2586,1,1,1,1,1,28
25432,13998,2335,1,1,1,1,1,11
25908,13957,1643,1,1,1,1,1,13
26342,13990,67,1,1,1,1,1,25
26253,13397,756,1,1,1,1,1,22
26340,13670,762,1,1,1,1,1,15
26516,13109,168,1,1,1,1,1,34
26182,13077,537,1,1,1,1,1,18
26160,12657,241,1,1,1,1,1,15
25007,17107,856,1,1,1,1,1,24
26707,17586,216,1,1,1,1,1,18
27030,18365,455,1,1,1,1,1,79
27223,18017,700,1,1,1,1,1,52
28063,18307,812,1,1,1,1,1,50
27518,18305,94,1,1,1,1,1,43
27008,18342,236,1,1,1,1,1,53
27635,18111,761,1,1,1,1,1,49
27146,17766,231,1,1,1,1,1,35
27540,18595,940,1,1,1,1,1,33
26714,18133,589,1,1,1,1,1,38
27190,18622,495,1,1,1,1,1,38
27047,18438,992,1,1,1,1,1,34
26495,17875,719,1,1,1,1,1,30
27348,18110,944,1,1,1,1,1,28
27048,17776,141,1,1,1,1,1,31
27195,17624,335,1,1,1,1,1,25
26667,18608,387,1,1,1,1,1,30
27031,18426,96,1,1,1,1,1,25
26694,18404,679,1,1,1,1,1,21
26877,18265,373,1,1,1,1,1,32
27438,18639,464,1,1,1,1,1,26
27103,18053,444,1,1,1,1,1,18
26726,18312,580,1,1,1,1,1,25
27684,18570,633,1,1,1,1,1,27
26880,18204,115,1,1,1,1,1,26
27096,18374,385,1,1,1,1,1,43
27024,17993,257,1,1,1,1,1,19
26272,18175,537,1,1,1,1,1,17
27019,17968,91,1,1,1,1,1,17
27004,18400,580,1,1,1,1,1,42
27119,17953,784,1,1,1,1,1,24
27774,18431,492,1,1,1,1,1,24
27450,18197,252,1,1,1,1,1,19
26702,18767,381,1,1,1,1,1,28
27282,18071,623,1,1,1,1,1,19
26609,18523,541,1,1,1,1,1,22
26661,18364,41,1,1,1,1,1,16
27784,18183,669,1,1,1,1,1,21
27003,17950,581,1,1,1,1,1,12
28178,18401,831,1,1,1,1,1,23
27103,18372,68,1,1,1,1,1,22
26692,18612,479,1,1,1,1,1,22
27534,18596,896,1,1,1,1,1,28
27116,18114,1167,1,1,1,1,1,10
25898,18568,972,1,1,1,1,1,25
26434,17380,356,1,1,1,1,1,44
25409,17541,1277,1,1,1,1,1,11
25273,17881,16,1,1,1,1,1,23
25306,17570,407,1,1,1,1,1,17
25164,17777,301,1,1,1,1,1,24
25120,17823,658,1,1,1,1,1,15
25400,18152,24,1,1,1,1,1,15
25037,18529,302,1,1,1,1,1,14
26537,18455,2071,1,1,1,1,1,21
25062,17824,2907,1,1,1,1,1,15
25064,18747,2810,1,1,1,1,1,6
27192,18196,5365,1,1,1,1,1,7
25551,21596,5331,1,1,1,1,1,19
26287,21272,4049,1,1,1,1,1,42
26387,21557,3965,1,1,1,1,1,11
26487,21215,4004,1,1,1,1,1,10
26548,21716,3605,1,1,1,1,1,15
27127,21734,3219,1,1,1,1,1,17
25559,19764,4192,1,1,1,1,1,8
25473,19759,2408,1,1,1,1,1,20
25143,19981,2800,1,1,1,1,1,7
27675,21859,2850,1,1,1,1,1,47
27729,21649,2244,1,1,1,1,1,16
27411,20511,1762,1,1,1,1,1,47
27437,20329,1803,1,1,1,1,1,22
28076,21773,1525,1,1,1,1,1,11
27824,20099,1323,1,1,1,1,1,13
28111,19750,441,1,1,1,1,1,43
27345,19882,718,1,1,1,1,1,12
26636,18955,1480,1,1,1,1,1,20
27788,18885,1226,1,1,1,1,1,20
27714,18926,1355,1,1,1,1,1,19
29306,19300,2619,1,1,1,1,1,4
28823,18840,1684,1,1,1,1,1,12
28652,18927,939,1,1,1,1,1,19
28207,18815,1120,1,1,1,1,1,19
28278,19332,33,1,1,1,1,1,29
28933,19101,1155,1,1,1,1,1,27
29490,19025,1273,1,1,1,1,1,18
30221,18984,1173,1,1,1,1,1,23
29691,19327,1074,1,1,1,1,1,18
30682,19464,1457,1,1,1,1,1,38
30481,19382,1053,1,1,1,1,1,14
30847,19414,1372,1,1,1,1,1,12
30942,19747,1449,1,1,1,1,1,19
31199,19350,1582,1,1,1,1,1,25
30705,19347,1851,1,1,1,1,1,15
31212,19651,1715,1,1,1,1,1,18
30465,20057,2351,1,1,1,1,1,7
30348,20861,1167,1,1,1,1,1,22
29895,20603,420,1,1,1,1,1,11
28237,21800,2456,1,1,1,1,1,10
29625,19326,4226,1,1,1,1,1,47
29105,19255,3725,1,1,1,1,1,9
29784,19350,3716,1,1,1,1,1,47
30443,19478,3389,1,1,1,1,1,0
29841,19427,3849,1,1,1,1,1,3
30399,20153,6176,1,1,1,1,1,18
30132,19931,5642,1,1,1,1,1,8
28148,22419,1777,1,1,1,1,1,21
28282,21890,1601,1,1,1,1,1,22
28822,22564,1472,1,1,1,1,1,33
30520,23284,1354,1,1,1,1,1,8
30800,23114,624,1,1,1,1,1,13
30114,23366,1717,1,1,1,1,1,29
30101,21895,1964,1,1,1,1,1,21
28851,23464,2636,1,1,1,1,1,12
26526,22118,1948,1,1,1,1,1,19
25154,23459,1810,1,1,1,1,1,19
25813,24455,2104,1,1,1,1,1,29
26136,24588,2216,1,1,1,1,1,19
28085,24188,4641,1,1,1,1,1,19
28054,22964,3761,1,1,1,1,1,47
26309,22029,4876,1,1,1,1,1,46
26355,22057,4777,1,1,1,1,1,22
26206,22719,5826,1,1,1,1,1,31
25886,23835,7604,1,1,1,1,1,42
27748,24576,7672,1,1,1,1,1,47
26191,24973,8916,1,1,1,1,1,7
25200,24055,9240,1,1,1,1,1,12
25075,24671,9005,1,1,1,1,1,22
25685,24184,7827,1,1,1,1,1,19
25947,22982,6636,1,1,1,1,1,29
30539,18795,9203,1,1,1,1,1,10
29119,24470,7390,1,1,1,1,1,47
28261,24649,7688,1,1,1,1,1,2
30865,20595,11656,1,1,1,1,1,26
31096,20506,11216,1,1,1,1,1,9
30708,20651,12012,1,1,1,1,1,9
28709,19252,12368,1,1,1,1,1,22
27365,18789,11801,1,1,1,1,1,25
25601,24569,10308,1,1,1,1,1,33
25068,24382,10275,1,1,1,1,1,26
25133,24571,10522,1,1,1,1,1,12
25610,24326,10043,1,1,1,1,1,18
25492,23815,9480,1,1,1,1,1,12
27398,19257,12553,1,1,1,1,1,9
25882,19699,18155,1,1,1,1,1,31
25801,19174,17793,1,1,1,1,1,15
26631,18919,17406,1,1,1,1,1,37
26643,18968,17660,1,1,1,1,1,12
27391,19194,18299,1,1,1,1,1,11
26278,22828,18262,1,1,1,1,1,6
30081,24573,15702,1,1,1,1,1,19
30103,23037,15728,1,1,1,1,1,10
29004,20336,16715,1,1,1,1,1,47
28272,20024,17935,1,1,1,1,1,8
29867,20447,14555,1,1,1,1,1,25
29695,20315,14277,1,1,1,1,1,19
29272,19693,13036,1,1,1,1,1,24
29559,19578,12823,1,1,1,1,1,23
29657,19739,12774,1,1,1,1,1,1
30371,23031,15287,1,1,1,1,1,11
30307,23601,15389,1,1,1,1,1,18
36335,23793,15306,1,1,1,1,1,47
32575,19568,17103,1,1,1,1,1,12
31926,19845,17667,1,1,1,1,1,8
32163,19832,17804,1,1,1,1,1,7
32941,19617,17269,1,1,1,1,1,11
33568,19177,17569,1,1,1,1,1,17
32891,19370,17918,1,1,1,1,1,10
33692,19005,18093,1,1,1,1,1,16
33884,19280,16566,1,1,1,1,1,25
33410,19359,17024,1,1,1,1,1,15
32836,19467,16125,1,1,1,1,1,22
33740,19261,16360,1,1,1,1,1,16
33517,20536,16205,1,1,1,1,1,47
33372,21767,14313,1,1,1,1,1,47
33838,20702,13176,1,1,1,1,1,8
31457,17259,13758,1,1,1,1,1,11
31271,16788,13156,1,1,1,1,1,47
32376,17927,14542,1,1,1,1,1,4
31916,17974,14493,1,1,1,1,1,14
33408,18494,14346,1,1,1,1,1,6
34040,18044,13337,1,1,1,1,1,1
34706,18354,14788,1,1,1,1,1,30
34453,18466,14744,1,1,1,1,1,18
35866,13551,18519,1,1,1,1,1,12
37444,18408,16014,1,1,1,1,1,4
36488,18501,17704,1,1,1,1,1,10
28838,13521,17559,1,1,1,1,1,29
28345,13953,17445,1,1,1,1,1,19
28967,13489,17644,1,1,1,1,1,12
29005,13152,17308,1,1,1,1,1,31
29005,14373,17888,1,1,1,1,1,27
28942,14186,17742,1,1,1,1,1,20
27145,14642,17266,1,1,1,1,1,3
26470,12963,16242,1,1,1,1,1,14
25785,14031,13425,1,1,1,1,1,14
25640,13727,12850,1,1,1,1,1,18
25807,18297,19365,1,1,1,1,1,32
25037,16477,20135,1,1,1,1,1,19
29751,15931,23133,1,1,1,1,1,5
28897,18363,24960,1,1,1,1,1,13
29007,16957,19476,1,1,1,1,1,17
32956,18654,20992,1,1,1,1,1,22
32843,18173,20755,1,1,1,1,1,6
34205,18077,20852,1,1,1,1,1,46
33923,18332,20932,1,1,1,1,1,43
34070,18003,20869,1,1,1,1,1,18
34130,18391,20813,1,1,1,1,1,17
32981,18457,21129,1,1,1,1,1,20
32895,18391,21049,1,1,1,1,1,19
36419,17575,20258,1,1,1,1,1,21
36959,17374,20206,1,1,1,1,1,18
37395,17438,19940,1,1,1,1,1,8
35986,17890,20926,1,1,1,1,1,24
35243,17482,20717,1,1,1,1,1,13
35344,17506,21638,1,1,1,1,1,22
34936,17864,20655,1,1,1,1,1,46
34727,17891,21015,1,1,1,1,1,19
37491,12527,20821,1,1,1,1,1,8
36749,12679,22428,1,1,1,1,1,24
36694,12806,22637,1,1,1,1,1,23
34464,12955,24349,1,1,1,1,1,0
35380,13063,24855,1,1,1,1,1,12
36684,13487,23499,1,1,1,1,1,20
36681,12611,23457,1,1,1,1,1,31
36285,14028,24255,1,1,1,1,1,41
36043,13635,24236,1,1,1,1,1,31
36055,13526,24442,1,1,1,1,1,15
36356,14109,24271,1,1,1,1,1,20
36087,13644,24328,1,1,1,1,1,18
37386,14404,23878,1,1,1,1,1,24
36744,14631,24187,1,1,1,1,1,6
36495,14059,24032,1,1,1,1,1,13
36407,14106,23969,1,1,1,1,1,6
36485,16985,24843,1,1,1,1,1,14
37240,16631,24140,1,1,1,1,1,22
37489,16784,24179,1,1,1,1,1,24
37255,16559,23009,1,1,1,1,1,20
35368,16804,21977,1,1,1,1,1,20
35501,17411,21899,1,1,1,1,1,27
32661,18043,24229,1,1,1,1,1,21
31277,18589,23674,1,1,1,1,1,2
32428,20275,23643,1,1,1,1,1,7
32720,19414,22072,1,1,1,1,1,10
32127,19476,22335,1,1,1,1,1,2
32451,19991,23260,1,1,1,1,1,6
32395,19557,22152,1,1,1,1,1,19
34165,21160,23729,1,1,1,1,1,25
33874,21406,24169,1,1,1,1,1,6
33741,19353,21939,1,1,1,1,1,15
34454,21826,23981,1,1,1,1,1,3
36766,21711,22158,1,1,1,1,1,29
36811,21720,22230,1,1,1,1,1,23
36259,20095,21596,1,1,1,1,1,10
36432,21492,20697,1,1,1,1,1,47
37114,20400,21489,1,1,1,1,1,2
31774,19498,19454,1,1,1,1,1,21
32285,18912,20797,1,1,1,1,1,18
32221,18964,20757,1,1,1,1,1,15
32043,19191,20518,1,1,1,1,1,12
32355,18834,21494,1,1,1,1,1,16
32220,19034,21777,1,1,1,1,1,13
33234,24800,21798,1,1,1,1,1,8
34924,24032,22008,1,1,1,1,1,16
35169,23610,22368,1,1,1,1,1,21
36863,22043,22276,1,1,1,1,1,34
36570,22610,22378,1,1,1,1,1,6
36926,22899,22876,1,1,1,1,1,19
35948,23019,22745,1,1,1,1,1,34
36113,23119,23418,1,1,1,1,1,25
34829,23309,23966,1,1,1,1,1,7
35671,23295,23643,1,1,1,1,1,42
35630,23153,23738,1,1,1,1,1,16
33446,23937,23866,1,1,1,1,1,34
33356,23893,23851,1,1,1,1,1,21
33997,24435,22076,1,1,1,1,1,10
32999,24740,21898,1,1,1,1,1,34
33607,22007,24896,1,1,1,1,1,16
33841,22633,24981,1,1,1,1,1,12
34220,23324,24448,1,1,1,1,1,49
32507,24538,22623,1,1,1,1,1,15
32782,24196,23605,1,1,1,1,1,10
29918,24938,24224,1,1,1,1,1,25
31218,24929,22705,1,1,1,1,1,15
30692,24866,22725,1,1,1,1,1,13
30600,24799,23055,1,1,1,1,1,15
30611,23650,21916,1,1,1,1,1,1
30141,24948,22833,1,1,1,1,1,35
30137,24867,22906,1,1,1,1,1,23
29685,24381,22396,1,1,1,1,1,30
29325,22070,24810,1,1,1,1,1,11
29933,23285,22065,1,1,1,1,1,24
30080,22940,22031,1,1,1,1,1,17
30039,23071,22143,1,1,1,1,1,7
31230,18851,24417,1,1,1,1,1,14
30137,19709,24366,1,1,1,1,1,43
30122,19662,24236,1,1,1,1,1,22
28514,20196,23513,1,1,1,1,1,17
29079,20141,23792,1,1,1,1,1,3
28892,19917,22281,1,1,1,1,1,47
29572,19749,22141,1,1,1,1,1,21
29732,21586,20733,1,1,1,1,1,33
29773,20012,20521,1,1,1,1,1,2
30988,19741,20146,1,1,1,1,1,33
30677,19976,20294,1,1,1,1,1,6
31177,19743,20075,1,1,1,1,1,16
30599,19815,20185,1,1,1,1,1,2
30374,19945,20262,1,1,1,1,1,2
29066,21284,19607,1,1,1,1,1,10
28241,21270,19621,1,1,1,1,1,42
28239,21343,19843,1,1,1,1,1,35
29670,20740,19033,1,1,1,1,1,15
28601,20800,20191,1,1,1,1,1,24
28504,20928,20109,1,1,1,1,1,20
29322,21074,19533,1,1,1,1,1,12
28931,20082,19674,1,1,1,1,1,19
28481,19790,20314,1,1,1,1,1,8
29028,20231,20395,1,1,1,1,1,20
29425,20023,20541,1,1,1,1,1,20
28955,19847,21799,1,1,1,1,1,29
29303,19695,21670,1,1,1,1,1,16
28373,22392,20865,1,1,1,1,1,20
28545,22426,20392,1,1,1,1,1,18
28241,22930,20776,1,1,1,1,1,51
28364,22719,20873,1,1,1,1,1,13
28236,22997,21120,1,1,1,1,1,2
29358,22925,21429,1,1,1,1,1,4
29015,22043,20303,1,1,1,1,1,15
28515,23693,21247,1,1,1,1,1,21
28772,23717,21069,1,1,1,1,1,10
28285,24334,21537,1,1,1,1,1,15
27499,24299,21712,1,1,1,1,1,58
27421,24259,21624,1,1,1,1,1,34
27364,24352,21789,1,1,1,1,1,29
27606,23968,21891,1,1,1,1,1,18
27472,24429,21723,1,1,1,1,1,26
27504,24296,21659,1,1,1,1,1,30
28006,23602,21562,1,1,1,1,1,4
25207,24571,21777,1,1,1,1,1,39
27874,21250,21023,1,1,1,1,1,11
27317,21270,21856,1,1,1,1,1,20
27540,19844,21575,1,1,1,1,1,12
