x,y,z,vll_gwc,vll_gsc,fll_gsc,nn_gsc,nn_gwc,m
23135,27378,47298,1,1,1,1,1,19
23293,27620,47219,1,1,1,1,1,9
24012,25556,48197,1,1,1,1,1,7
24140,25473,47997,1,1,1,1,1,8
23900,25424,47752,1,1,1,1,1,5
24557,28013,48237,1,1,1,1,1,19
25213,25250,49546,1,1,1,1,1,28
26239,26352,49925,1,1,1,1,1,24
25328,26494,47277,1,1,1,1,1,31
26142,25723,45395,1,1,1,1,1,11
26255,25296,45663,1,1,1,1,1,7
25764,25517,44759,1,1,1,1,1,14
25954,25168,44966,1,1,1,1,1,9
27069,27946,44218,1,1,1,1,1,17
25705,27119,44675,1,1,1,1,1,43
25593,28295,45877,1,1,1,1,1,14
26158,28712,44692,1,1,1,1,1,13
26325,29631,44984,1,1,1,1,1,16
26403,29560,44760,1,1,1,1,1,12
25948,29403,43975,1,1,1,1,1,11
25077,29882,44291,1,1,1,1,1,2
27906,31075,46074,1,1,1,1,1,56
27766,31424,46283,1,1,1,1,1,42
28021,31050,46248,1,1,1,1,1,48
27914,30971,46255,1,1,1,1,1,27
27810,31447,46318,1,1,1,1,1,25
28109,30959,45972,1,1,1,1,1,23
27874,31077,46040,1,1,1,1,1,32
26992,30837,45335,1,1,1,1,1,16
27545,31200,45863,1,1,1,1,1,22
26771,30455,45078,1,1,1,1,1,9
27338,31037,45312,1,1,1,1,1,26
27971,30440,44528,1,1,1,1,1,10
26743,28262,44081,1,1,1,1,1,17
25634,31122,46878,1,1,1,1,1,18
27185,30989,47359,1,1,1,1,1,3
27357,31201,49755,1,1,1,1,1,14
27410,30584,49953,1,1,1,1,1,9
27321,30912,49773,1,1,1,1,1,17
25842,30008,48637,1,1,1,1,1,47
26301,30450,48804,1,1,1,1,1,9
25212,31128,48727,1,1,1,1,1,20
25050,29397,48665,1,1,1,1,1,11
25703,28418,49124,1,1,1,1,1,12
25700,28799,49073,1,1,1,1,1,10
30480,30894,49816,1,1,1,1,1,9
29382,31227,48751,1,1,1,1,1,29
29696,30958,47739,1,1,1,1,1,25
30388,30700,48030,1,1,1,1,1,13
30034,30579,47682,1,1,1,1,1,9
29523,26255,44563,1,1,1,1,1,4
29500,26265,44659,1,1,1,1,1,3
31044,25681,45105,1,1,1,1,1,21
30951,25514,45007,1,1,1,1,1,10
31044,25492,44672,1,1,1,1,1,10
30664,25309,44724,1,1,1,1,1,4
32330,25945,48415,1,1,1,1,1,4
33654,28020,48827,1,1,1,1,1,14
33206,26431,49152,1,1,1,1,1,7
34600,26301,49863,1,1,1,1,1,14
36195,25194,49690,1,1,1,1,1,9
36782,26070,47397,1,1,1,1,1,21
36742,25819,47401,1,1,1,1,1,1
36863,25826,47306,1,1,1,1,1,47
36779,26334,47859,1,1,1,1,1,26
36473,27876,48973,1,1,1,1,1,8
36443,28072,49724,1,1,1,1,1,14
34410,30344,49797,1,1,1,1,1,11
34590,30189,48529,1,1,1,1,1,8
33817,28640,49096,1,1,1,1,1,13
33839,28602,49392,1,1,1,1,1,10
33448,28587,49045,1,1,1,1,1,23
32832,28852,48472,1,1,1,1,1,17
33442,29176,49463,1,1,1,1,1,23
33306,29241,49396,1,1,1,1,1,19
33539,29279,49297,1,1,1,1,1,1
34014,29265,49578,1,1,1,1,1,47
33602,29389,49428,1,1,1,1,1,10
34332,30786,48090,1,1,1,1,1,10
32151,30121,48989,1,1,1,1,1,14
32734,29985,49271,1,1,1,1,1,18
31676,30150,48459,1,1,1,1,1,43
31555,30312,48366,1,1,1,1,1,21
32684,29615,49963,1,1,1,1,1,15
32460,29351,49619,1,1,1,1,1,10
32805,29586,49114,1,1,1,1,1,22
33749,30627,46278,1,1,1,1,1,2
33947,30732,43954,1,1,1,1,1,26
37208,28712,46600,1,1,1,1,1,13
37343,28507,46497,1,1,1,1,1,47
35209,31236,46224,1,1,1,1,1,12
34886,30370,44535,1,1,1,1,1,20
35101,30006,44244,1,1,1,1,1,9
34865,30158,44228,1,1,1,1,1,0
34473,30469,44177,1,1,1,1,1,25
34614,31096,43793,1,1,1,1,1,4
36305,28742,44768,1,1,1,1,1,33
36258,28218,45079,1,1,1,1,1,10
35815,29280,44600,1,1,1,1,1,20
36416,26976,44941,1,1,1,1,1,29
36524,27367,46709,1,1,1,1,1,22
36439,27398,46238,1,1,1,1,1,47
36398,27292,45570,1,1,1,1,1,27
36618,26015,45701,1,1,1,1,1,12
36713,26103,45843,1,1,1,1,1,10
37172,26435,45998,1,1,1,1,1,17
36647,25499,46741,1,1,1,1,1,33
36566,25221,46416,1,1,1,1,1,11
36516,25716,45624,1,1,1,1,1,22
36423,25472,45476,1,1,1,1,1,2
36497,26178,44450,1,1,1,1,1,12
36873,25787,44143,1,1,1,1,1,2
32361,26388,46786,1,1,1,1,1,21
31943,26181,46134,1,1,1,1,1,18
31277,26277,45700,1,1,1,1,1,16
31315,26388,45814,1,1,1,1,1,15
31738,26199,45795,1,1,1,1,1,9
31398,26381,44172,1,1,1,1,1,25
31485,25874,44168,1,1,1,1,1,22
33727,27946,41480,1,1,1,1,1,47
36016,25519,43489,1,1,1,1,1,19
36350,26359,37623,1,1,1,1,1,26
37144,26723,38941,1,1,1,1,1,21
32467,30356,38014,1,1,1,1,1,12
34505,29518,39226,1,1,1,1,1,12
36952,30995,40857,1,1,1,1,1,1
35411,29067,41746,1,1,1,1,1,17
35026,29430,41820,1,1,1,1,1,18
36819,28946,42593,1,1,1,1,1,10
37126,28729,42443,1,1,1,1,1,5
36219,29687,43030,1,1,1,1,1,6
34383,30135,42691,1,1,1,1,1,32
34508,29957,42323,1,1,1,1,1,22
34294,30633,43385,1,1,1,1,1,25
33547,30496,41444,1,1,1,1,1,23
34097,29930,41088,1,1,1,1,1,14
33889,30419,42175,1,1,1,1,1,23
33122,28261,41285,1,1,1,1,1,11
26812,30828,42339,1,1,1,1,1,30
25773,29867,43264,1,1,1,1,1,8
25382,31711,43100,1,1,1,1,1,2
26547,32747,41681,1,1,1,1,1,5
27027,33231,43387,1,1,1,1,1,29
27418,33335,43531,1,1,1,1,1,4
27702,33526,41275,1,1,1,1,1,28
27572,33947,41028,1,1,1,1,1,18
27765,33802,41091,1,1,1,1,1,17
27265,33726,41177,1,1,1,1,1,20
25023,34063,40781,1,1,1,1,1,36
25592,33362,42441,1,1,1,1,1,38
25418,33204,42410,1,1,1,1,1,20
25179,33357,43100,1,1,1,1,1,5
25331,35296,42778,1,1,1,1,1,15
25065,37348,43688,1,1,1,1,1,51
25243,37420,43312,1,1,1,1,1,27
25586,37218,43297,1,1,1,1,1,23
25753,37126,43728,1,1,1,1,1,17
25333,36747,42801,1,1,1,1,1,18
25035,36857,42574,1,1,1,1,1,18
25692,36920,42497,1,1,1,1,1,27
25129,35974,42485,1,1,1,1,1,20
25866,36758,42505,1,1,1,1,1,35
25817,37071,42338,1,1,1,1,1,21
26048,37301,42714,1,1,1,1,1,23
25883,37380,42364,1,1,1,1,1,22
26019,36941,42719,1,1,1,1,1,18
25844,37240,42217,1,1,1,1,1,16
25846,37425,42262,1,1,1,1,1,14
26318,37202,42275,1,1,1,1,1,11
26530,37144,42389,1,1,1,1,1,7
25967,36785,43234,1,1,1,1,1,25
26407,37457,43350,1,1,1,1,1,18
26516,37122,43124,1,1,1,1,1,17
26459,37294,43554,1,1,1,1,1,26
26140,36966,43147,1,1,1,1,1,25
26392,36288,43493,1,1,1,1,1,24
26365,36265,42970,1,1,1,1,1,7
26593,36969,43086,1,1,1,1,1,25
26995,37353,43088,1,1,1,1,1,9
27082,37446,43504,1,1,1,1,1,13
27419,37462,43560,1,1,1,1,1,12
26645,36841,42372,1,1,1,1,1,23
26884,35726,41229,1,1,1,1,1,15
26627,35571,41630,1,1,1,1,1,12
26774,36204,41585,1,1,1,1,1,20
26756,36558,41930,1,1,1,1,1,11
26713,37291,42124,1,1,1,1,1,36
26678,36832,41806,1,1,1,1,1,29
27585,37188,41501,1,1,1,1,1,17
26427,35941,41242,1,1,1,1,1,28
25605,36685,41637,1,1,1,1,1,31
25519,36289,41679,1,1,1,1,1,19
25162,36458,41423,1,1,1,1,1,21
25437,36670,41815,1,1,1,1,1,17
25589,36686,42024,1,1,1,1,1,20
25609,36612,41817,1,1,1,1,1,13
25210,36245,41502,1,1,1,1,1,14
25721,36673,41777,1,1,1,1,1,19
25117,36726,41336,1,1,1,1,1,23
26366,35791,41565,1,1,1,1,1,49
26706,35978,41564,1,1,1,1,1,48
25854,35679,41659,1,1,1,1,1,23
26702,36006,41596,1,1,1,1,1,24
25074,35784,41716,1,1,1,1,1,22
25199,34421,41318,1,1,1,1,1,25
25063,34535,40807,1,1,1,1,1,35
25637,36451,39935,1,1,1,1,1,19
25051,36053,40620,1,1,1,1,1,13
25956,36624,39606,1,1,1,1,1,10
25457,36313,38702,1,1,1,1,1,7
25190,36474,38478,1,1,1,1,1,47
25239,36794,37991,1,1,1,1,1,40
25408,35968,37846,1,1,1,1,1,45
25397,36655,38048,1,1,1,1,1,24
26363,36896,37916,1,1,1,1,1,15
26216,36735,39010,1,1,1,1,1,13
26135,36245,38433,1,1,1,1,1,21
26928,37214,38322,1,1,1,1,1,17
27136,36989,37642,1,1,1,1,1,21
27726,36768,37888,1,1,1,1,1,33
27930,37064,39111,1,1,1,1,1,33
26405,33648,38238,1,1,1,1,1,13
26541,33363,37774,1,1,1,1,1,47
28259,32882,37766,1,1,1,1,1,26
30443,32839,39457,1,1,1,1,1,17
30155,32963,39520,1,1,1,1,1,21
30412,33072,40308,1,1,1,1,1,26
31126,33002,40606,1,1,1,1,1,10
28920,37457,39685,1,1,1,1,1,30
28611,36486,38488,1,1,1,1,1,8
28361,37059,38308,1,1,1,1,1,16
29306,37308,38172,1,1,1,1,1,20
29638,37241,38703,1,1,1,1,1,20
30785,36769,37855,1,1,1,1,1,25
30210,36177,39836,1,1,1,1,1,17
30006,36400,39626,1,1,1,1,1,15
30320,36031,39887,1,1,1,1,1,2
30705,35837,40271,1,1,1,1,1,21
29941,34494,40699,1,1,1,1,1,13
30291,35290,40876,1,1,1,1,1,20
31007,37266,41458,1,1,1,1,1,24
30329,36865,41083,1,1,1,1,1,10
28474,37240,41985,1,1,1,1,1,39
29505,37405,42597,1,1,1,1,1,58
29029,37186,42415,1,1,1,1,1,24
29477,37454,42583,1,1,1,1,1,36
29499,37388,42419,1,1,1,1,1,24
28685,36592,42694,1,1,1,1,1,12
28498,35958,42531,1,1,1,1,1,8
29929,36697,43169,1,1,1,1,1,11
30176,36656,43289,1,1,1,1,1,7
30029,37128,43228,1,1,1,1,1,24
30100,37434,43609,1,1,1,1,1,21
30815,36713,43566,1,1,1,1,1,9
30469,33995,42318,1,1,1,1,1,16
31005,33978,41840,1,1,1,1,1,22
30744,33663,41616,1,1,1,1,1,47
30589,33814,41620,1,1,1,1,1,7
30739,33309,41514,1,1,1,1,1,23
30249,33140,41704,1,1,1,1,1,13
29903,33436,40656,1,1,1,1,1,56
30066,33208,40575,1,1,1,1,1,40
30130,33425,40990,1,1,1,1,1,11
29720,33481,40825,1,1,1,1,1,20
30148,33501,40789,1,1,1,1,1,20
28350,33820,40981,1,1,1,1,1,12
29206,33344,40758,1,1,1,1,1,22
29677,33428,41311,1,1,1,1,1,15
30649,32657,41665,1,1,1,1,1,8
30906,32809,42272,1,1,1,1,1,22
32304,32398,43371,1,1,1,1,1,12
32678,31900,43501,1,1,1,1,1,22
31264,32659,42613,1,1,1,1,1,32
31915,32318,40673,1,1,1,1,1,12
31793,32275,41305,1,1,1,1,1,7
31270,33102,42182,1,1,1,1,1,7
33243,33021,41029,1,1,1,1,1,22
33268,33067,41058,1,1,1,1,1,21
32906,32720,40834,1,1,1,1,1,21
34395,33605,43708,1,1,1,1,1,6
36020,32421,41484,1,1,1,1,1,6
36416,31523,41022,1,1,1,1,1,20
35503,31961,40892,1,1,1,1,1,22
37002,33150,38342,1,1,1,1,1,47
32723,32375,40416,1,1,1,1,1,18
31607,32652,40391,1,1,1,1,1,16
31440,36756,40200,1,1,1,1,1,0
34242,36198,38606,1,1,1,1,1,9
33346,36308,39100,1,1,1,1,1,6
37313,35678,40221,1,1,1,1,1,4
35151,36178,39198,1,1,1,1,1,5
36055,36235,43671,1,1,1,1,1,16
36274,36157,43015,1,1,1,1,1,47
36120,36248,43383,1,1,1,1,1,3
35168,36083,42695,1,1,1,1,1,47
33145,35980,42135,1,1,1,1,1,13
33256,35983,41706,1,1,1,1,1,12
33181,35893,42177,1,1,1,1,1,9
34063,35194,42872,1,1,1,1,1,19
32049,35438,43389,1,1,1,1,1,20
31913,35605,43229,1,1,1,1,1,26
31940,35918,43540,1,1,1,1,1,16
32098,35848,42450,1,1,1,1,1,22
32452,36226,41989,1,1,1,1,1,49
32638,36190,41953,1,1,1,1,1,27
32754,36149,42020,1,1,1,1,1,22
31539,37477,42253,1,1,1,1,1,23
31711,37433,42424,1,1,1,1,1,14
32063,36167,42465,1,1,1,1,1,47
32383,37325,42436,1,1,1,1,1,18
32387,37004,42392,1,1,1,1,1,13
32356,37239,42725,1,1,1,1,1,20
32458,37324,43029,1,1,1,1,1,40
32526,37318,43111,1,1,1,1,1,32
32451,37325,42949,1,1,1,1,1,32
31873,36343,43005,1,1,1,1,1,18
31886,37404,44276,1,1,1,1,1,3
32279,37506,44824,1,1,1,1,1,57
32149,37479,44764,1,1,1,1,1,44
32294,37447,44791,1,1,1,1,1,42
32511,37177,45031,1,1,1,1,1,1
32230,37324,44286,1,1,1,1,1,27
32199,34751,45852,1,1,1,1,1,2
32674,36758,45456,1,1,1,1,1,25
33349,37329,45986,1,1,1,1,1,21
33515,35431,46065,1,1,1,1,1,4
32825,37399,45248,1,1,1,1,1,13
34597,33690,43786,1,1,1,1,1,7
35407,32924,44561,1,1,1,1,1,18
34899,32775,44261,1,1,1,1,1,15
34981,31294,45761,1,1,1,1,1,18
34911,31260,45575,1,1,1,1,1,19
34079,31931,43941,1,1,1,1,1,31
33144,32405,43868,1,1,1,1,1,26
33575,32318,44009,1,1,1,1,1,17
31467,34253,45539,1,1,1,1,1,30
31615,33076,46680,1,1,1,1,1,14
31766,32943,47378,1,1,1,1,1,47
31999,32926,47983,1,1,1,1,1,45
31720,34052,48888,1,1,1,1,1,19
31447,34302,49061,1,1,1,1,1,12
32462,34252,49444,1,1,1,1,1,23
32207,32475,47872,1,1,1,1,1,21
32880,32596,48285,1,1,1,1,1,24
33515,32547,47910,1,1,1,1,1,3
33228,32678,48866,1,1,1,1,1,59
33439,32768,49023,1,1,1,1,1,33
33369,32710,49462,1,1,1,1,1,7
34057,32610,49473,1,1,1,1,1,24
34171,32620,49090,1,1,1,1,1,20
33756,32933,49352,1,1,1,1,1,38
33736,33169,49330,1,1,1,1,1,20
34501,32613,49344,1,1,1,1,1,20
34642,32572,49553,1,1,1,1,1,11
35326,34263,49519,1,1,1,1,1,13
34998,37486,47714,1,1,1,1,1,37
34981,37090,47839,1,1,1,1,1,13
34916,37036,47547,1,1,1,1,1,26
34677,36499,47547,1,1,1,1,1,15
35172,37345,47483,1,1,1,1,1,20
35158,36953,48193,1,1,1,1,1,35
35626,37118,48402,1,1,1,1,1,11
36668,37176,49542,1,1,1,1,1,15
35343,37232,48957,1,1,1,1,1,8
35083,36447,48804,1,1,1,1,1,47
35145,36820,48715,1,1,1,1,1,3
32855,34463,49942,1,1,1,1,1,17
34011,34706,47461,1,1,1,1,1,4
34206,35390,47368,1,1,1,1,1,47
31634,35004,49682,1,1,1,1,1,28
31698,37426,49024,1,1,1,1,1,10
30046,37119,49566,1,1,1,1,1,23
28995,35880,49583,1,1,1,1,1,23
28672,35703,49429,1,1,1,1,1,38
28251,35546,49576,1,1,1,1,1,21
28623,35165,49801,1,1,1,1,1,20
28292,35273,49825,1,1,1,1,1,6
28158,35013,48819,1,1,1,1,1,17
29130,36153,49724,1,1,1,1,1,22
29088,35968,49875,1,1,1,1,1,10
28851,36453,49447,1,1,1,1,1,38
28878,36321,49965,1,1,1,1,1,8
28704,36870,48611,1,1,1,1,1,10
28126,37180,49831,1,1,1,1,1,8
28966,37106,48041,1,1,1,1,1,40
30937,37478,43763,1,1,1,1,1,58
30982,37497,43834,1,1,1,1,1,53
30838,37562,43751,1,1,1,1,1,32
30817,37455,44328,1,1,1,1,1,3
28416,37140,45910,1,1,1,1,1,17
30238,32966,46609,1,1,1,1,1,15
31108,33177,45603,1,1,1,1,1,47
30835,33229,45119,1,1,1,1,1,25
28212,32710,46422,1,1,1,1,1,28
28754,33027,45367,1,1,1,1,1,19
28862,32999,45353,1,1,1,1,1,18
28434,33196,46538,1,1,1,1,1,25
29113,31504,48296,1,1,1,1,1,15
28660,31262,47143,1,1,1,1,1,2
28902,31298,48515,1,1,1,1,1,42
29085,31379,48724,1,1,1,1,1,26
28998,31205,48529,1,1,1,1,1,21
29144,31339,48710,1,1,1,1,1,20
29016,31313,48446,1,1,1,1,1,23
29852,31720,49189,1,1,1,1,1,17
30950,32130,49868,1,1,1,1,1,47
29586,33038,48894,1,1,1,1,1,8
27426,33672,49928,1,1,1,1,1,18
26635,33808,48445,1,1,1,1,1,23
26640,33368,49117,1,1,1,1,1,17
26642,33643,49254,1,1,1,1,1,22
26704,34252,49446,1,1,1,1,1,8
26796,33705,49362,1,1,1,1,1,8
26446,33716,48811,1,1,1,1,1,29
26383,33803,49048,1,1,1,1,1,25
26475,33726,48691,1,1,1,1,1,11
25801,31593,49350,1,1,1,1,1,38
26467,31585,49350,1,1,1,1,1,28
25797,31811,49302,1,1,1,1,1,14
26207,31995,49394,1,1,1,1,1,20
26349,31674,49767,1,1,1,1,1,10
26139,31541,48947,1,1,1,1,1,29
25277,31503,48811,1,1,1,1,1,41
26139,32060,49123,1,1,1,1,1,13
26582,32206,49700,1,1,1,1,1,36
27312,31875,49729,1,1,1,1,1,59
27256,31701,49695,1,1,1,1,1,40
27436,31649,49882,1,1,1,1,1,23
27401,31613,49576,1,1,1,1,1,28
27317,31834,50000,1,1,1,1,1,26
27274,31731,49395,1,1,1,1,1,10
27400,31916,50000,1,1,1,1,1,18
27267,31925,49589,1,1,1,1,1,23
27960,31668,49728,1,1,1,1,1,16
27617,31270,49940,1,1,1,1,1,19
27576,31649,47411,1,1,1,1,1,51
27608,31460,47600,1,1,1,1,1,38
27560,31664,47099,1,1,1,1,1,19
27810,31595,48104,1,1,1,1,1,38
27361,31515,47954,1,1,1,1,1,29
27151,31391,47946,1,1,1,1,1,10
25651,31417,46980,1,1,1,1,1,8
25207,33241,47138,1,1,1,1,1,25
26246,33255,48019,1,1,1,1,1,31
26026,33868,48103,1,1,1,1,1,46
26038,33928,48172,1,1,1,1,1,24
25912,33959,48061,1,1,1,1,1,14
25745,33957,48367,1,1,1,1,1,7
25766,33783,47436,1,1,1,1,1,21
25779,34214,47652,1,1,1,1,1,25
25229,33951,47019,1,1,1,1,1,8
26375,33731,47653,1,1,1,1,1,20
26586,33808,48045,1,1,1,1,1,1
27220,33421,45719,1,1,1,1,1,0
26883,33802,44314,1,1,1,1,1,0
26750,32793,45181,1,1,1,1,1,24
26710,32451,45939,1,1,1,1,1,10
27909,32516,45989,1,1,1,1,1,43
27426,32402,45739,1,1,1,1,1,16
27501,32248,45849,1,1,1,1,1,9
27446,31619,46029,1,1,1,1,1,24
26784,31982,46538,1,1,1,1,1,34
27301,31752,46570,1,1,1,1,1,31
26924,32034,46588,1,1,1,1,1,31
26882,31935,46583,1,1,1,1,1,31
26724,31889,46423,1,1,1,1,1,10
27944,31661,46724,1,1,1,1,1,16
28070,31364,46639,1,1,1,1,1,16
27666,32639,46144,1,1,1,1,1,27
26411,32697,46472,1,1,1,1,1,14
25242,31298,45749,1,1,1,1,1,5
25750,31648,45769,1,1,1,1,1,2
25843,32652,45384,1,1,1,1,1,45
25941,32208,45220,1,1,1,1,1,16
25722,31402,43885,1,1,1,1,1,25
25487,32384,44351,1,1,1,1,1,10
25099,32945,44460,1,1,1,1,1,25
26326,32931,44417,1,1,1,1,1,6
26199,33118,44593,1,1,1,1,1,12
26147,33035,44541,1,1,1,1,1,15
25421,34282,45605,1,1,1,1,1,41
25441,34378,45719,1,1,1,1,1,26
25518,34213,46184,1,1,1,1,1,57
25653,33844,46300,1,1,1,1,1,49
25434,34271,46330,1,1,1,1,1,55
25462,34289,46223,1,1,1,1,1,43
25438,33721,46733,1,1,1,1,1,25
25336,34146,46370,1,1,1,1,1,38
25309,34123,46242,1,1,1,1,1,28
25431,34374,46094,1,1,1,1,1,27
25441,34203,46305,1,1,1,1,1,30
25471,34061,46446,1,1,1,1,1,13
25409,34288,46263,1,1,1,1,1,31
25298,34633,46756,1,1,1,1,1,10
26312,34477,46758,1,1,1,1,1,55
26039,35698,46611,1,1,1,1,1,20
26025,35770,46492,1,1,1,1,1,12
26144,35544,46505,1,1,1,1,1,47
25553,35817,46442,1,1,1,1,1,23
25195,35445,46690,1,1,1,1,1,18
25101,35761,45873,1,1,1,1,1,32
25159,35602,46020,1,1,1,1,1,11
25651,35154,46075,1,1,1,1,1,18
25577,34492,45021,1,1,1,1,1,21
25520,34884,44707,1,1,1,1,1,6
25239,35920,44205,1,1,1,1,1,16
25525,35566,45222,1,1,1,1,1,33
26706,35705,44621,1,1,1,1,1,16
27058,37432,46816,1,1,1,1,1,11
27545,36593,45105,1,1,1,1,1,47
26124,37449,44679,1,1,1,1,1,19
26063,36762,44619,1,1,1,1,1,17
26005,37294,43876,1,1,1,1,1,19
26137,36338,44048,1,1,1,1,1,12
25051,36511,44455,1,1,1,1,1,1
25165,36521,44461,1,1,1,1,1,11
26507,36238,48175,1,1,1,1,1,16
25792,36248,46951,1,1,1,1,1,29
26103,36413,47366,1,1,1,1,1,21
26217,36406,47591,1,1,1,1,1,20
25136,34382,47701,1,1,1,1,1,0
26345,35153,47748,1,1,1,1,1,17
26728,35910,47216,1,1,1,1,1,42
27160,34456,47359,1,1,1,1,1,14
27835,35392,47408,1,1,1,1,1,5
27785,35359,47330,1,1,1,1,1,11
27652,35907,47550,1,1,1,1,1,47
27810,35417,48394,1,1,1,1,1,26
27606,35893,48308,1,1,1,1,1,13
27759,34958,48261,1,1,1,1,1,32
27317,34729,47668,1,1,1,1,1,33
26916,35986,47649,1,1,1,1,1,49
26863,35710,47833,1,1,1,1,1,34
26800,36025,47581,1,1,1,1,1,34
27180,36011,48154,1,1,1,1,1,25
26711,35784,47820,1,1,1,1,1,15
26927,36052,47693,1,1,1,1,1,24
26956,36372,46971,1,1,1,1,1,9
27449,36161,48043,1,1,1,1,1,16
27560,37303,46896,1,1,1,1,1,4
27575,36573,48980,1,1,1,1,1,57
27678,36836,49224,1,1,1,1,1,23
27798,36560,48765,1,1,1,1,1,24
27745,36605,48963,1,1,1,1,1,33
27588,36544,49013,1,1,1,1,1,38
27546,36531,49205,1,1,1,1,1,20
27968,36127,49379,1,1,1,1,1,9
27101,35699,48551,1,1,1,1,1,17
27212,34403,48933,1,1,1,1,1,17
27594,35269,48960,1,1,1,1,1,1
28063,35443,49664,1,1,1,1,1,0
25428,34757,49284,1,1,1,1,1,28
25596,34790,49446,1,1,1,1,1,28
25384,34792,49522,1,1,1,1,1,25
25555,34424,49645,1,1,1,1,1,25
25497,34471,49232,1,1,1,1,1,16
26298,40465,49351,1,1,1,1,1,16
26451,37884,45486,1,1,1,1,1,2
25092,37791,44737,1,1,1,1,1,19
26531,37993,43761,1,1,1,1,1,33
25946,37664,44726,1,1,1,1,1,13
26433,38533,44771,1,1,1,1,1,22
26560,38812,44961,1,1,1,1,1,10
26385,38894,44127,1,1,1,1,1,17
25931,38618,44142,1,1,1,1,1,15
25092,40021,44040,1,1,1,1,1,12
26532,39625,43945,1,1,1,1,1,19
26530,39647,45287,1,1,1,1,1,18
25727,40585,46382,1,1,1,1,1,17
26597,39065,46097,1,1,1,1,1,20
27726,39421,46621,1,1,1,1,1,42
28042,39761,46583,1,1,1,1,1,29
27751,40217,45744,1,1,1,1,1,18
26836,39310,45536,1,1,1,1,1,19
26883,39132,43823,1,1,1,1,1,19
27014,39591,44511,1,1,1,1,1,8
26656,39227,43870,1,1,1,1,1,11
26596,40344,43872,1,1,1,1,1,14
27064,40175,45201,1,1,1,1,1,58
27244,40322,45018,1,1,1,1,1,28
27458,40403,44498,1,1,1,1,1,40
27364,40222,44643,1,1,1,1,1,38
27509,40109,44466,1,1,1,1,1,27
27600,39524,44886,1,1,1,1,1,13
28042,38856,45212,1,1,1,1,1,23
27890,38396,44107,1,1,1,1,1,20
26895,38838,44692,1,1,1,1,1,33
26948,38875,44997,1,1,1,1,1,20
27108,37895,44370,1,1,1,1,1,88
27517,37764,43776,1,1,1,1,1,55
26184,39003,44437,1,1,1,1,1,51
27247,38547,44763,1,1,1,1,1,56
26705,37549,43959,1,1,1,1,1,56
27418,37696,44823,1,1,1,1,1,47
27312,37755,43755,1,1,1,1,1,43
27566,38213,44669,1,1,1,1,1,54
26455,38647,44431,1,1,1,1,1,31
27012,38206,43982,1,1,1,1,1,46
26805,37965,44078,1,1,1,1,1,37
26878,38595,43893,1,1,1,1,1,35
27146,38087,43948,1,1,1,1,1,33
26969,37656,44383,1,1,1,1,1,44
26821,37431,43890,1,1,1,1,1,40
27457,37735,44521,1,1,1,1,1,33
26651,37909,44237,1,1,1,1,1,31
26786,38739,44103,1,1,1,1,1,23
27623,37605,44297,1,1,1,1,1,42
27602,38066,43657,1,1,1,1,1,19
27094,37421,43991,1,1,1,1,1,27
27315,37860,44459,1,1,1,1,1,33
27198,37305,44442,1,1,1,1,1,30
27609,38538,44430,1,1,1,1,1,35
26827,37365,43923,1,1,1,1,1,26
27514,37792,43672,1,1,1,1,1,25
27140,38934,44278,1,1,1,1,1,28
26699,38285,44789,1,1,1,1,1,32
27195,37581,44682,1,1,1,1,1,30
26980,38904,44100,1,1,1,1,1,26
26670,37997,44167,1,1,1,1,1,25
27625,37760,44730,1,1,1,1,1,25
26547,38790,44188,1,1,1,1,1,19
26446,37902,44099,1,1,1,1,1,25
27574,38121,44681,1,1,1,1,1,18
27015,37829,45059,1,1,1,1,1,19
26937,37575,44159,1,1,1,1,1,26
27360,37525,43984,1,1,1,1,1,13
27704,37653,44977,1,1,1,1,1,13
27053,38099,44519,1,1,1,1,1,39
27098,37423,44296,1,1,1,1,1,42
27074,38272,44494,1,1,1,1,1,34
27279,37678,44474,1,1,1,1,1,17
26860,38054,43884,1,1,1,1,1,23
27182,37866,44428,1,1,1,1,1,38
27612,38211,44841,1,1,1,1,1,27
27457,38101,44392,1,1,1,1,1,12
26879,37738,44218,1,1,1,1,1,24
27961,38687,45608,1,1,1,1,1,29
28052,38438,45786,1,1,1,1,1,25
27408,38523,45533,1,1,1,1,1,19
27283,38762,45363,1,1,1,1,1,20
26993,38724,45516,1,1,1,1,1,18
27224,38183,45347,1,1,1,1,1,39
27194,38386,45477,1,1,1,1,1,24
27839,38864,46286,1,1,1,1,1,25
27863,38457,46104,1,1,1,1,1,12
28203,38484,46132,1,1,1,1,1,35
28240,38368,45796,1,1,1,1,1,22
28172,38663,45963,1,1,1,1,1,17
28859,38821,46006,1,1,1,1,1,12
28478,38566,45376,1,1,1,1,1,14
29020,38251,45467,1,1,1,1,1,24
28183,37505,45943,1,1,1,1,1,38
28401,38135,45290,1,1,1,1,1,13
28612,38683,44457,1,1,1,1,1,31
28345,38620,45021,1,1,1,1,1,18
30683,39064,46414,1,1,1,1,1,9
29880,40133,46799,1,1,1,1,1,24
29767,40373,46829,1,1,1,1,1,10
30864,39442,46436,1,1,1,1,1,27
31000,39391,46724,1,1,1,1,1,15
30660,39276,46777,1,1,1,1,1,11
28200,39205,45109,1,1,1,1,1,35
29421,39779,45610,1,1,1,1,1,15
28738,39170,45734,1,1,1,1,1,23
